Genes	logFC	PValue	FDR
70_29	0.165964801642057	0.653859186328732	0.820868948269778
29671_2	-0.169341890075398	0.653902196299958	0.820868948269778
190_4	0.177086493296067	0.654000204204446	0.820868948269778
188_14	0.455575782530491	0.654138018635301	0.820868948269778
73_43	0.454667602876224	0.65424842429392	0.820868948269778
2_39	0.17636000432488	0.654275283335709	0.820868948269778
57_39	0.192860065932901	0.654365035514059	0.820868948269778
139_36	-0.173382892944462	0.65452759400369	0.820868948269778
33_3	0.362683918687542	0.654573269104206	0.820868948269778
107_50	0.188191014097643	0.654586569311387	0.820868948269778
35_76	-0.253958811783981	0.654610458379032	0.820868948269778
3_349	-0.338216931150065	0.654682938192143	0.820868948269778
5_19	-0.167811332570713	0.654699525788746	0.820868948269778
2692_1	0.216893677565895	0.654713237284384	0.820868948269778
85_74	0.18539378462748	0.654802835987932	0.820868948269778
2_222	-0.199034447686163	0.654838357208507	0.820868948269778
37_108	-0.175506922681063	0.654863946195241	0.820868948269778
666_2	-0.177739452600473	0.655134073266536	0.820868948269778
67_45	-0.179917570294267	0.655277110041874	0.820868948269778
179_27	-0.20261601987065	0.655326583392972	0.820868948269778
29_86	0.212450502145788	0.655454719810777	0.820868948269778
65_155	0.392197989068978	0.655482749347287	0.820868948269778
64_109	1.5711768712121	0.655544460575433	0.820868948269778
37886	1.57117256248315	0.655562765720855	0.820868948269778
29152	1.5711684383088	0.655580289313941	0.820868948269778
85_43	1.57304458504275	0.655586225891594	0.820868948269778
224_5	1.57116689322016	0.655586855018178	0.820868948269778
60_70	1.57304159657177	0.655603382964296	0.820868948269778
4_123	1.57303908543095	0.655617802068663	0.820868948269778
8_159	-0.232713747587756	0.655622085435784	0.820868948269778
224_12	1.57303589266809	0.655636138282869	0.820868948269778
34_151	0.160751868227455	0.655652131879754	0.820868948269778
365_1	0.171166528636687	0.655744489171688	0.820868948269778
202_3	-0.169718577311594	0.655922587836228	0.820868948269778
18_154	-0.170853534358937	0.65592270852098	0.820868948269778
53_119	-0.168111409061057	0.655939238232693	0.820868948269778
85_38	-1.18995450665891	0.656042200638043	0.820868948269778
63_23	-1.18995538695005	0.656044507487183	0.820868948269778
2607_1	-0.331765910956399	0.65604909806348	0.820868948269778
73_66	-1.18832296093181	0.656053882471273	0.820868948269778
52_147	-1.18996208512551	0.656062060538177	0.820868948269778
2_92	-1.1883266974926	0.656064984092772	0.820868948269778
2673_1	1.59257014479631	0.656078851152476	0.820868948269778
2097_1	-1.18833215926551	0.656081211365714	0.820868948269778
3_300	-1.1899698633788	0.656082444300947	0.820868948269778
94_61	1.594482964867	0.656091110441535	0.820868948269778
20_230	1.59257637511015	0.656096135776688	0.820868948269778
218_4	0.172096969749458	0.656110666277832	0.820868948269778
36787_1	1.59449219192508	0.656113000773815	0.820868948269778
98_34	0.687589364563687	0.656121980244619	0.820868948269778
18_177	1.59450049094665	0.656132692959115	0.820868948269778
176_30	1.59450937677525	0.656153781249089	0.820868948269778
34_137	-1.16488590853777	0.656182940381943	0.820868948269778
46_186	-1.16324187496011	0.656187676318746	0.820868948269778
34595_2	-1.16323554370453	0.656201160936482	0.820868948269778
33298	-1.16487689983825	0.656204159403016	0.820868948269778
21_156	-1.16486741963224	0.656226488742955	0.820868948269778
150_35	0.172597139231477	0.656233180241625	0.820868948269778
19_220	-1.16486449011174	0.656233388776622	0.820868948269778
211_2	-1.16486437845813	0.656233651758965	0.820868948269778
46_155	0.174924728796589	0.656265833609215	0.820868948269778
33_174	0.173548201730137	0.656273506341165	0.820868948269778
67_15	0.198106723172	0.656290689277195	0.820868948269778
81_33	-1.16478744677833	0.656414843224993	0.820868948269778
59_69	-1.16478616845837	0.65641785380746	0.820868948269778
42490	-1.16477842577129	0.656436088573066	0.820868948269778
4_176	-1.16477811104261	0.656436829785297	0.820868948269778
104_24	-1.07048032985974	0.656460008761937	0.820868948269778
26_21	-0.171620009211041	0.656508482966728	0.82088055493631
115_49	-0.158068678666287	0.656819600174859	0.821220542362848
7_133	0.437498926460333	0.656871300394379	0.821236159897348
27_127	-0.172491552658381	0.656969211297402	0.821308896502861
3_415	-0.157632758419992	0.657007904555046	0.821308896502861
2_174	-0.183214597993191	0.657080075172802	0.821345210317503
49_119	-0.236674003630443	0.657115382635015	0.821345210317503
59_114	-0.27132957640313	0.657433205955227	0.821693429927929
15_108	-0.279925743108654	0.657521553618722	0.821754814758884
35821	0.22591341812815	0.65765700681943	0.821875060133231
34_156	-0.170131348775484	0.657763017561424	0.821915189954118
39_77	0.186997178751833	0.657767601528333	0.821915189954118
3954_1	-0.222842137276567	0.658275610234129	0.822468760608428
38_82	0.157414531492337	0.658289152677951	0.822468760608428
35_82	-0.158955546180193	0.658396201483242	0.822525814372101
129_67	0.17576243134578	0.658420438669508	0.822525814372101
34_188	0.443087432637208	0.658452629724374	0.822525814372101
130_18	0.218296718761953	0.658636691857215	0.822661155864044
5_307	-0.188739318207655	0.658659406646892	0.822661155864044
117_39	0.165732773087573	0.658774364997803	0.822661155864044
973_5	0.169869360617698	0.65884550323482	0.822661155864044
3_105	0.17075827753261	0.658864620445466	0.822661155864044
155_18	0.185686401161526	0.658869055268104	0.822661155864044
178_33	-0.339220645881456	0.658870828594402	0.822661155864044
41481	0.209030644253981	0.658875191674354	0.822661155864044
3659_2	0.171082380303232	0.658967805358444	0.822727746973808
3_495	-0.293032687247906	0.6590309177968	0.822739926056729
130_78	0.158400292808449	0.659093498024565	0.822739926056729
28_96	-0.168205049852478	0.659095403165713	0.822739926056729
85_84	-0.206279893808449	0.659182698510041	0.822799858181932
776_1	0.168086609359907	0.659281464897472	0.822874100606492
34034	0.255575265815202	0.659415656000464	0.822984895988766
92_19	0.166388011836357	0.659448818781545	0.822984895988766
9_289	-0.189253387190891	0.659506066164541	0.823007301943298
108_59	0.156664147144729	0.659547447579855	0.823009907033665
232_2	0.527767106137302	0.659704192049225	0.823156457909628
248_6	0.157025092466614	0.659829866118855	0.823264225046727
80_80	0.185455898911352	0.659968959284566	0.823343571505093
138_39	-0.177462346862973	0.659984255396112	0.823343571505093
161_18	0.370211344048729	0.660011390096468	0.823343571505093
221_6	0.206604802369004	0.660186528923578	0.823493181289619
34_102	0.162700646709125	0.660209954653392	0.823493181289619
1_327	-0.197282300685577	0.660300386004838	0.823522455154451
14_167	0.165923967371905	0.660333154078953	0.823522455154451
1479_1	-0.250754129461091	0.660532343022567	0.823522455154451
2_206	-0.338357390135232	0.660589074769177	0.823522455154451
20_76	-0.182392027718724	0.660769296730017	0.823522455154451
116_3	1.5458691157002	0.660834439076408	0.823522455154451
263_19	-1.1936282476523	0.660836128074339	0.823522455154451
1494_1	1.54805907945405	0.660845458420917	0.823522455154451
116_4	-1.1936392397278	0.660862095725236	0.823522455154451
100_5	1.54804516566899	0.660864526187828	0.823522455154451
71_24	0.851143600909103	0.660872781914409	0.823522455154451
10_51	-1.1936495341376	0.660886416198882	0.823522455154451
37_48	-1.18810458901704	0.660890209221687	0.823522455154451
6_71	-1.19367742859614	0.660952321463304	0.823522455154451
64_39	0.201436686252244	0.660956009670081	0.823522455154451
36_63	-1.19368864779055	0.660978830637384	0.823522455154451
3_214	0.158833915682812	0.661029832209846	0.823522455154451
49_87	-1.15910537666668	0.661052629733108	0.823522455154451
32_56	0.599818882621996	0.661103210461225	0.823522455154451
32708	0.175436705915572	0.66110994768805	0.823522455154451
122_1	-0.562122983471492	0.661165388806201	0.823522455154451
46_177	0.179376101027574	0.661207428371185	0.823522455154451
9_150	0.155244193070112	0.661222334511524	0.823522455154451
36_77	-0.156327011948208	0.661232644983313	0.823522455154451
118_1	0.173330904432133	0.661248822022054	0.823522455154451
62_152	0.167834214199495	0.66128449744586	0.823522455154451
67_10	-1.16457834117985	0.661299676533146	0.823522455154451
36_195	0.688882537551088	0.661352242675099	0.823522455154451
159_17	0.183177019491484	0.661374513691247	0.823522455154451
51_15	0.165609029234512	0.661412974008507	0.823522455154451
755_3	0.164409426381826	0.661529280744376	0.823618307388156
59_31	-0.211892737503754	0.661750896143879	0.823801169275707
3_81	-0.17116551926843	0.661754818480008	0.823801169275707
1_111	0.157784144600513	0.661817084044711	0.823824484604532
37_155	0.185537539809378	0.661872279611713	0.823824484604532
9_268	0.171866669802843	0.661891545806878	0.823824484604532
18_116	-0.192608310904401	0.661983268946722	0.823863813806322
65_51	-0.156642999044892	0.662022567856211	0.823863813806322
42_125	0.164878652058311	0.662041148253722	0.823863813806322
46_30	-0.155875690318625	0.66208078311662	0.823864187403613
166_47	-0.169336314445567	0.662257811953411	0.824031163418175
55_108	-0.162412269627751	0.662324840876472	0.824031163418175
26_120	0.853901281887237	0.662339767087467	0.824031163418175
628_5	1.62017673537212	0.662425637943403	0.824031163418175
130_70	1.62248355277575	0.662437861332306	0.824031163418175
1_389	0.194990241308962	0.662451025525673	0.824031163418175
415_4	-0.182811306800361	0.662594121997031	0.824076072666732
21_138	-0.165869133832178	0.662594152022371	0.824076072666732
30_64	-0.159281958717796	0.66260516303559	0.824076072666732
66_19	-0.15993406139001	0.662688612908208	0.824130922536659
45_44	0.174650231787292	0.662803995852879	0.824157664072958
487_2	0.27739137576103	0.662813831004176	0.824157664072958
90_52	0.212680791715192	0.662848702475873	0.824157664072958
8_234	0.166681221164644	0.662867510574029	0.824157664072958
1294_1	-0.154806408037545	0.662962148523752	0.824205305855209
176_31	-0.162647680975421	0.662995243774389	0.824205305855209
189_30	0.165805719910188	0.663041901263969	0.824205305855209
74_5	-0.173275108441446	0.663063407516163	0.824205305855209
14_58	-0.165935956102683	0.663102583383439	0.824205305855209
27_206	0.160291778506948	0.663226776910823	0.824310754948801
205_12	0.186860988212084	0.663395816758932	0.824448530652012
0_142	0.202178418413991	0.663418361619409	0.824448530652012
18_105	-0.261438445067926	0.66345571659774	0.824448530652012
42_13	0.162762225166027	0.663673823248691	0.824666360434449
26_158	-0.167010728952943	0.663742199059577	0.824666360434449
159_29	0.720564918039321	0.66374912887104	0.824666360434449
39_10	0.719179702902582	0.66383139514095	0.824719649518192
69_87	-0.165491010559546	0.66396560558048	0.824837461974089
151_57	-0.161339409298743	0.664154461969676	0.824996902911258
31_71	0.177418811043082	0.664172727471455	0.824996902911258
1007_5	0.180316412225332	0.66432166077127	0.825063147512429
183_9	-0.211134309820253	0.664436633125559	0.825063147512429
40991	-0.24129471626752	0.664451254662965	0.825063147512429
659_2	0.470768020797866	0.664502765474138	0.825063147512429
698_4	0.173439344632074	0.664555760878044	0.825063147512429
70_34	-0.594577063869218	0.664579618642452	0.825063147512429
20_113	0.160030284607359	0.66458061103782	0.825063147512429
45316	-0.594577408521027	0.664593700457061	0.825063147512429
245_1	0.217089405045272	0.664608694403448	0.825063147512429
36_140	-0.170840812681666	0.664619977313426	0.825063147512429
12_262	-0.163148160371006	0.664674955375678	0.825082495130894
161_36	0.181469546432978	0.664932170813879	0.825352869366877
1175_1	0.156375297511163	0.664988247717938	0.82537356138976
18_66	0.154763385552096	0.665124744652891	0.825494061196659
1_219	-0.288832952620763	0.665212759178329	0.825500174823089
44_123	-0.159044553080346	0.665238976561175	0.825500174823089
67_21	-0.228796420031754	0.665247908848838	0.825500174823089
81_65	-0.153890592769981	0.66530080152473	0.825511321980809
81_30	-0.261049120476625	0.665335718613417	0.825511321980809
1077_4	0.160058945462324	0.665424670129834	0.825572782600958
21_29	0.210909590658356	0.665484515197506	0.82559812656588
14_258	0.262556962597631	0.665527996051458	0.825603167335809
13_280	0.176478847901369	0.665614629174986	0.825661735745933
3_245	0.160319161715436	0.665709508639054	0.825686385882874
2977_1	0.221169571723056	0.665853668721366	0.825686385882874
86_29	-0.225163535449321	0.665858480917371	0.825686385882874
209_16	-0.300935463400743	0.665898596886681	0.825686385882874
103_85	0.208124004390957	0.66590490626024	0.825686385882874
79_50	0.200801915340961	0.665917730531205	0.825686385882874
26_129	-0.156836891814967	0.665929064353089	0.825686385882874
72_28	0.29551477008601	0.66594987427641	0.825686385882874
47004	-0.200599450335458	0.666021251816919	0.825726004457522
78_69	0.155764449920743	0.666251931027716	0.825963107154514
4_132	0.43011235696253	0.666350472398026	0.826036378099944
127_21	0.166958717034862	0.666451675593052	0.826112939888529
5_97	0.168213673289898	0.66651223801255	0.826139118544968
123_7	-0.172087954055269	0.666570435331901	0.826141478902015
2_73	0.2018537135429	0.666593029049609	0.826141478902015
26_56	-0.39028953471951	0.667046761964143	0.826625949961734
118_33	-0.162770641886526	0.667062869718464	0.826625949961734
232_3	0.352995218316399	0.667153804668408	0.826689726011939
119_84	0.348104061512158	0.667203568948392	0.826702481757221
1028_2	-0.45673189280106	0.667256880151526	0.826704857269081
73_77	-0.173281850550946	0.667315512264227	0.826704857269081
36103	0.163791056085597	0.66732389696101	0.826704857269081
187_28	0.18828338021605	0.667415791538479	0.826769798543497
130_55	0.260271468642687	0.667569988445123	0.826911905374836
117_60	0.173254305799941	0.667721292598088	0.827050412387165
70_109	-0.490957897921735	0.668114551895925	0.827488574860159
113_45	0.161635554187815	0.668217912919492	0.827567655280201
3_278	-0.161421457484101	0.668260701728364	0.827571713930148
37_114	-0.161116839567195	0.668355867665083	0.827640631917061
3_297	0.197181983272686	0.668548743018564	0.827830530447758
173_2	-0.152571634464314	0.668795107704687	0.828086635781193
39_101	0.342905056376516	0.669105286309824	0.828382105075501
48_134	0.157512476235718	0.669112840948547	0.828382105075501
40015	0.445498209219711	0.669214096381898	0.828415418200388
33_86	0.156644563019904	0.6692727786826	0.828415418200388
1200_1	0.162956960759921	0.669308120308132	0.828415418200388
12_62	0.211812903768773	0.669333209052729	0.828415418200388
103_46	0.188394273838151	0.669337508818581	0.828415418200388
148_21	-0.165912331289797	0.669472218463326	0.828500590694982
40789	0.168199269061452	0.669485437933281	0.828500590694982
99_54	-0.160392528141899	0.669574480256542	0.828561827305522
10_211	0.446938395426421	0.669759498612644	0.828637592133649
52_119	0.160051941839311	0.669808473069099	0.828637592133649
108_72	-0.288852892531619	0.669810979580452	0.828637592133649
19_237	0.16054089253972	0.669837568835458	0.828637592133649
391_2	0.167765332667865	0.669869679218649	0.828637592133649
131_29	-0.226676682330436	0.669888797848646	0.828637592133649
103_76	-0.160946243585657	0.669913125190701	0.828637592133649
47_69	-0.163423105267916	0.669952207457208	0.828637592133649
109_3	-0.157909188706013	0.670057746575131	0.828719191143556
30_52	-0.157268874834312	0.670265878321611	0.828927658328185
7_14	0.464997940624157	0.670450755012451	0.829107342725146
351_5	-0.165768807758269	0.670491986384773	0.829109378606038
6_349	0.157095110754534	0.670582700057868	0.82917259889675
6_414	-0.328290044064044	0.670639424824088	0.829193787068508
81_57	0.21740301765544	0.67084579250849	0.829399983713495
1_306	0.160105438499446	0.670900114709796	0.829418185727581
170_16	-0.164749870594522	0.670987833769417	0.829477670914268
80_34	0.831985258662473	0.671151502036078	0.829605488526537
274_3	0.831978101426745	0.671170446554412	0.829605488526537
43_48	-0.446045198842352	0.671233401195808	0.829618022611195
55_89	-0.180531625539037	0.671259805642966	0.829618022611195
946_3	0.14997689618799	0.671306095676294	0.82962627884942
1_256	0.221728458642882	0.671440173872596	0.829743019751108
124_35	-0.227488281639963	0.671512198500072	0.829783067704071
5_246	0.15908756717936	0.671579050674051	0.829788812632338
57_36	0.151372617174243	0.671596082680515	0.829788812632338
35647	0.580462071660584	0.671660063967911	0.829818913455312
57_42	0.177375335006266	0.671764261658123	0.82989869413881
119_61	-0.194203695359085	0.671827844647396	0.829928292901192
133_10	-0.160156944808913	0.671906174852534	0.829976104758571
171_23	-0.174513541818311	0.672000643455398	0.830005147770921
16_59	0.183349760998118	0.672029238514231	0.830005147770921
5_50	-0.172156767403007	0.672079911638313	0.830005147770921
98_30	-0.208868861521142	0.672088197956306	0.830005147770921
17_118	0.220352058094544	0.672153762850441	0.830037177224367
86_69	0.156497419521785	0.672249568469932	0.83010654472366
1552_1	0.154808112218278	0.672409531420249	0.830255122065502
1_331	-0.216906634769634	0.672502742510908	0.830321265143302
34_144	-0.20797883395769	0.672719606183734	0.830540061981627
2_203	-0.159145904334955	0.673119523150735	0.830984817422618
140_1	0.179268569128708	0.673236589049208	0.831080353488281
32265	-0.181408544294536	0.673312861640975	0.831124980655359
166_52	0.236885684044964	0.67335210297163	0.831124980655359
94_49	-0.149553986073296	0.673429950581284	0.831146400848244
16_75	0.166721866855115	0.673448821618312	0.831146400848244
108_76	0.161852517556096	0.673650244732404	0.831228988971744
65_126	0.446708125977006	0.673653598654709	0.831228988971744
8_92	-0.169166616512131	0.673667429653237	0.831228988971744
88_43	-0.174455727315154	0.673711015480919	0.831228988971744
102_23	-0.241491092442707	0.67371417124776	0.831228988971744
106_78	-0.174410630872165	0.673823733801591	0.831283030207628
26_88	-0.164041221479295	0.673837349575799	0.831283030207628
743_5	-0.156253685606121	0.674152608515644	0.83162296868839
2_263	-0.16352965863618	0.674370527556694	0.831842797389573
25_52	-0.172271062555353	0.67444182059159	0.831881746204043
681_1	0.324315918094489	0.674486567890852	0.831887949857137
172_13	-0.164219103923197	0.674650568622974	0.832003099726984
14_130	0.209165004163627	0.674677245789206	0.832003099726984
17_104	0.160064363349678	0.674731034720783	0.832003099726984
50_93	-0.27114061545814	0.6747893466021	0.832003099726984
55_115	0.166491611512934	0.674812246036618	0.832003099726984
6_293	-0.259430795803733	0.674818269666364	0.832003099726984
1_59	0.258365531824785	0.675101388412651	0.832303171481722
6_314	-0.224245816800727	0.675268521763597	0.832460222974605
7_25	-0.455161326459134	0.675365117362173	0.832530303287076
45723	0.184242484220048	0.675449961327443	0.832585889830703
53_99	-0.256412063247246	0.675673115090245	0.832771698466027
12_263	-0.315615635253189	0.675747028816139	0.832771698466027
55_70	-0.163448269241375	0.675792920480069	0.832771698466027
18_17	-0.170952511196874	0.675844806364058	0.832771698466027
169_51	-0.153621575569208	0.675878757747932	0.832771698466027
124_55	-0.284129533209477	0.67591417000837	0.832771698466027
3189_2	-0.149294153612174	0.675918761912568	0.832771698466027
33096_2	-0.154100747293916	0.675918781280614	0.832771698466027
117_86	0.179684966037464	0.676119462247185	0.832969950989194
1_152	0.166954336922045	0.676317558012176	0.833164995445538
67_13	0.151242736109192	0.67646157280829	0.833293397780958
7_218	0.19108929702649	0.676611634366432	0.833429233227765
50_40	-0.227266689748054	0.676706643759671	0.833497245136507
4041_1	0.212005575077742	0.676903549948803	0.833690747599535
48_20	0.193052953578223	0.677050401510063	0.833789134681447
179_1	0.177917157716266	0.677063050974555	0.833789134681447
862_5	-0.162710248737556	0.677138764496735	0.833833348367576
44_134	-0.886157493828589	0.677235006389937	0.833846651803506
261_5	0.179739614465512	0.67726036837631	0.833846651803506
49_98	0.147374065565007	0.677300924593888	0.833846651803506
365_4	0.147257326998131	0.677308812945001	0.833846651803506
159_33	0.159724655896026	0.677467288519036	0.83399273292766
137_15	-0.642391753407511	0.677542762435811	0.834036624109202
206_4	-0.186003414860615	0.677594014228877	0.834050695111885
151_47	-0.207510060384211	0.677670830900897	0.834096230429529
5_125	0.149641797586723	0.677860518203907	0.834253513887574
30_43	-0.158840037330017	0.677902585456974	0.834253513887574
46519	0.167432834872863	0.677940091998695	0.834253513887574
40_69	-0.176967190002404	0.677957940314175	0.834253513887574
2298_2	0.147437255206657	0.67808509924609	0.834360968376769
85_89	0.151888380156854	0.678264731219952	0.834532972766368
2511_2	0.157834178619981	0.678360311411687	0.834601546200528
8_128	0.177304790162021	0.678455619071127	0.834660771615371
12_64	-0.152679494875126	0.6784881497982	0.834660771615371
720_3	0.22913784088612	0.678557358334928	0.834675997255748
183_7	0.149431428129999	0.678580228277435	0.834675997255748
72_39	0.158471161823184	0.678808759130425	0.834908066239165
29_89	-0.161410647903612	0.678871524793945	0.834936235279459
17_155	0.157458177099235	0.678918223873054	0.83494464206571
46_178	0.234456270684942	0.679008598837288	0.835006758022957
73_37	0.156911780669297	0.679105772052631	0.835059239476171
483_2	0.283883776363942	0.679202664922051	0.835059239476171
126_24	-0.151278206247356	0.679205189122091	0.835059239476171
49_37	0.208158520391248	0.679210752146864	0.835059239476171
57_87	-0.305726797519817	0.679333376843029	0.835160977752964
86_61	-0.149266008601311	0.679656703863206	0.835509429652239
85_32	-0.150412672000006	0.679842216006369	0.835688433256259
151_56	0.227322186233521	0.679915200807274	0.835729100992274
39_87	0.16144054925922	0.680014658502062	0.835796595563139
33_74	0.155564524084744	0.680072025839288	0.835796595563139
283_7	-0.181896265221186	0.680103661451777	0.835796595563139
5_303	0.184729672050124	0.680129729041688	0.835796595563139
51_137	-0.158403747871475	0.680319922885695	0.835981272211257
36_130	0.161624625038699	0.68049395142063	0.83614606432624
13_90	-0.179505304296599	0.680574868592861	0.836168034110764
1_189	0.180294958257286	0.680591675603739	0.836168034110764
17_233	-0.37851117096368	0.680862238081019	0.83645137994058
84_102	-0.152582302207497	0.680915491945522	0.836467740692021
192_18	0.288063621154294	0.681100993037828	0.836646548541276
20_28	0.149187295366649	0.681226541392651	0.836751695371163
26548_3	-0.166737935226562	0.681399771893711	0.836902138243478
65_54	-0.237147151336513	0.681428936051768	0.836902138243478
395_2	0.216961797848902	0.681497635961406	0.836937436834456
55_46	-0.146307017080009	0.681547042387504	0.836949038626072
2_115	-0.157987253722346	0.681773599044777	0.837149724754109
29609	0.290889458535517	0.681874534180524	0.837149724754109
92_54	0.18137751820527	0.681879355752904	0.837149724754109
43430	-0.165103165249752	0.68191291138936	0.837149724754109
18_248	-0.15308206662144	0.681917549199714	0.837149724754109
90_33	-0.186069217483888	0.681950279482197	0.837149724754109
58_102	0.168957965711032	0.682249459693996	0.837467909118604
71_61	-0.208848938113769	0.682366343757332	0.837562298991873
120_53	-0.154265032448613	0.682459273488791	0.837627277071358
34_199	-0.196109632933429	0.68256207120663	0.837704358456748
32_120	0.160045606890978	0.682605759444661	0.837708890347948
62_50	0.222108038661046	0.682670429953844	0.837739170106823
42_113	-0.20502140469823	0.682710722731203	0.83773953293134
33_158	0.16495375274776	0.682924558481439	0.837952834059387
65_50	-0.155544688987448	0.683327269165051	0.838389227960651
44644	-0.170406496041632	0.683374663724001	0.838389227960651
87_79	-0.149515850921359	0.683400300261265	0.838389227960651
16_2	-0.270219361873085	0.683488674896619	0.838448535534127
178_30	-0.167972923488611	0.683580281529874	0.838507584290124
127_19	-0.145052206055051	0.683630546445074	0.838507584290124
25_4	0.204928788302308	0.683656911765216	0.838507584290124
33209_2	0.402938934406856	0.683776662655289	0.83856078149104
9_238	-0.160827321753293	0.683780357464095	0.83856078149104
36_105	-0.16133542000904	0.683992937531283	0.838707682936659
101_28	0.153290386728057	0.684006733699175	0.838707682936659
48_180	0.149378280297252	0.684086986971244	0.838707682936659
26_180	0.17234460123539	0.684099987516085	0.838707682936659
0_161	0.148658086449819	0.684135447555009	0.838707682936659
197_27	0.192949982248189	0.68414040405695	0.838707682936659
5_5	0.179975017043269	0.684351343550892	0.838884874043391
3_337	0.152877409715874	0.684365043818545	0.838884874043391
39914	-0.175001057137349	0.684528222406701	0.838949958815025
80_131	-0.500136905711949	0.684580247716316	0.838949958815025
89_2	-0.728080779483052	0.684597596465794	0.838949958815025
106_26	-0.145276315706766	0.684623412929742	0.838949958815025
22_55	0.186758981106118	0.684657781642041	0.838949958815025
17_156	-0.234137634805819	0.68465846961209	0.838949958815025
13_6	-0.145853378602929	0.684735491483163	0.83897101928582
5_91	0.281423036686267	0.684759419242384	0.83897101928582
41_25	0.171699512693475	0.684795824574379	0.83897101928582
450_5	-0.153893539646017	0.684943458975149	0.839102810331316
53_24	0.169691336543763	0.685344165307183	0.839534447412099
108_42	0.238200912430401	0.685375961628049	0.839534447412099
12_23	0.143999472745686	0.685433336041416	0.839555627098682
51_21	0.162205787175006	0.685541378926629	0.83963886214948
38405_2	0.434814985801487	0.685884515685913	0.840010009416527
13_25	-0.236235185342514	0.686028733864088	0.840075831634947
42_153	0.144137957003423	0.686058491749013	0.840075831634947
213_9	-0.18960073015153	0.686075282786046	0.840075831634947
5_38	0.225103216353461	0.686107971947983	0.840075831634947
1021_1	-0.160780155268459	0.686159467452496	0.840075831634947
119_10	-0.195337836324224	0.686199803645883	0.840075831634947
110_29	0.144966648068888	0.686219021410471	0.840075831634947
146_32	0.155562589480904	0.686454787079472	0.840315342804181
36123	0.198952275222482	0.686804358692546	0.840659735960958
4_160	0.431929365660713	0.686816395405296	0.840659735960958
95_29	-0.148067172768535	0.687230922352601	0.841072160273583
97_62	0.143411787695063	0.687233657241447	0.841072160273583
7_169	-0.340620925320493	0.687409633337428	0.841238373955736
42_181	0.229492030232582	0.687484453801863	0.841280783178314
12_243	0.209367864893076	0.687548150794194	0.841309576350084
34_33	0.247260811307389	0.687625499683975	0.841355070153105
198_9	-0.155685403569713	0.687721770045847	0.841423708955563
131_93	0.142832319333422	0.68779301108337	0.841458027211731
121_4	0.183920241014365	0.687830168722466	0.841458027211731
31_55	0.195221492758078	0.688121479512224	0.841729219581668
1_424	0.203322896214429	0.688164965273761	0.841729219581668
26_181	0.150467262549194	0.688172411368655	0.841729219581668
81_17	-0.143771558316708	0.688215547754719	0.841732826144384
1065_1	-0.21393506745672	0.688475622860975	0.841961032787195
1_303	0.155598345521621	0.688482530844893	0.841961032787195
18_245	-0.141771612115626	0.688706498804306	0.842185755339572
170_44	-0.14614734279504	0.688764958092968	0.842208070947353
112_20	-0.153383252364061	0.689227058128245	0.842723919001523
125_49	0.15286074162179	0.689423014958281	0.842911155943605
116_59	-0.159039791364843	0.689489556439808	0.842911155943605
42_173	0.219400842245656	0.689500923121594	0.842911155943605
111_34	0.155012070960456	0.689657613115548	0.843034123502185
127_35	-0.146426162530768	0.689682010322747	0.843034123502185
111_48	-0.188892821383511	0.689877533995291	0.843045644659224
37_119	0.140922452901983	0.689898873892439	0.843045644659224
199_15	0.178384911747495	0.689903500614183	0.843045644659224
19_279	0.157776831270871	0.689938955737761	0.843045644659224
97_10	0.149219009165705	0.68996391651186	0.843045644659224
12_226	0.194985181294012	0.689969850930498	0.843045644659224
7_176	-0.157136740109493	0.689973188863615	0.843045644659224
3_218	-0.412196934393092	0.69002352850147	0.843057971443929
128_10	-0.148262927368095	0.690184871466619	0.843173577515915
2_239	-0.154943527631243	0.690198662521383	0.843173577515915
2_393	-0.143810076469447	0.690247270593766	0.843183779457975
33094	0.166039753585024	0.690409407269844	0.843258249468305
166_1	0.142186893401743	0.690472934638977	0.843258249468305
163_25	0.224555179626986	0.690474885232294	0.843258249468305
1_408	0.295081356699318	0.690487291039047	0.843258249468305
80_53	0.152008033520235	0.690509536244015	0.843258249468305
12_7	0.191721633664409	0.690585675650529	0.843263854854613
4_113	-0.141309917299625	0.690594647998146	0.843263854854613
44_86	0.154288984936498	0.690687919169917	0.843328580331929
23_153	0.351816564136549	0.690769103539417	0.84337854116194
4_121	-0.729195214705248	0.690898680948258	0.843454656360187
106_109	-0.72919162421742	0.690924620606499	0.843454656360187
30992_3	0.180345762233137	0.690952255613659	0.843454656360187
53_88	-0.146919875585026	0.691114282048009	0.843580675012521
104_3	-0.142188689898224	0.69113604121341	0.843580675012521
44589	-0.229998547301231	0.691362393571054	0.843807781210053
7_123	-0.147937904500669	0.691476637020075	0.843827106069628
48_84	-0.181787414165401	0.691498129298645	0.843827106069628
117_27	0.163232628682338	0.691505287205728	0.843827106069628
47_48	-0.177649110905865	0.691539378165919	0.843827106069628
58_99	0.206070572396611	0.691814078535851	0.844066135561103
189_28	-0.156502965047092	0.691815867709595	0.844066135561103
48_204	0.307977574340316	0.692344754195874	0.844662213224172
107_92	-0.236953485605458	0.692545704646797	0.844858162026161
16_179	-0.153756975769459	0.692615353267961	0.844893918124488
67_48	0.150409817585338	0.692730081106412	0.844984657199568
1043_2	0.148835312476856	0.692791081433746	0.845003139973795
70_124	0.168013577854684	0.692825921354499	0.845003139973795
